Product Name,Rating,Customers_Rated,Price,Category
Madison Avenue Blue Light Blocking Glasses Anti Eyestrain UV Glare Blue Light Glasses for Women TV Phone Computer Gaming Eyeg,4.5 out of 5 stars,"2,756",$15.99,Electronics
"iHealth No-Touch Forehead Thermometer, Digital Infrared Thermometer for Adults and Kids, Touchless Baby Thermometer, 3 Ultra-",4.5 out of 5 stars,"153,244",$22.99,Health and Household
"Amazon Basics Incontinence & Postpartum Underwear for Women, Maximum Absorbency, Medium, 20 Count, 1 Pack (Previously Solimo)",4.3 out of 5 stars,"38,827",$11.66,Health and Household
Desert Star (A Renée Ballard and Harry Bosch Novel),4.7 out of 5 stars,"5,165",$16.49,Books
Cat Kid Comic Club: On Purpose: A Graphic Novel (Cat Kid Comic Club #3): From the Creator of Dog Man,4.8 out of 5 stars,"5,039",$8.49,Books
"Cord Management Organizer Kit 4 Cable Sleeve Split with 41Self Adhesive Cable Clips Holder, 10pcs and 2 Roll Self Adhesive ti",4.6 out of 5 stars,"3,672",$14.55,Electronics
Love You Forever,4.9 out of 5 stars,"54,233",$4.98,Books
Never Split the Difference: Negotiating As If Your Life Depended On It,4.8 out of 5 stars,"29,306",$17.99,Books
"All-New Insignia 24-inch Class F20 Series Smart HD 720p Fire TV (NS-24F201NA23, 2022 Model)",4.5 out of 5 stars,117,$79.99,Electronics
"BASIC CONCEPTS Tongue Scraper (2 Pack), Reduce Bad Breath (Travel Cases Included), Stainless Steel Tongue Cleaners, 100% Meta",4.6 out of 5 stars,"77,814",$9.97,Health and Household
"Ring Video Doorbell - 1080p HD video, improved motion detection, easy installation – Satin Nickel",4.7 out of 5 stars,"131,169",$59.99,Electronics
"SiliconV 60W Mac Book Pro Charger, Replacement for Mac Book Pro 13-Inch 2012-2016 Retina Display Ac 60W 2 T Connector Power A",4.6 out of 5 stars,"1,892",$20.99,Electronics
"Hefty Small Garbage Bags, Flap Tie, Lavender & Sweet Vanilla Scent, 4 Gallon, 26 Count",4.7 out of 5 stars,"36,970",$5.88,Health and Household
The Pasta Queen: A Just Gorgeous Cookbook: 100+ Recipes and Stories,4.8 out of 5 stars,64,$19.98,Books
"Gain Flings Laundry Detergent Soap Pods, High Efficiency (HE), Original Scent, 81 Count",4.9 out of 5 stars,"25,283",$22.50,Health and Household
Dell Inspiron 3583 15” Laptop Intel Celeron – 128GB SSD – 4GB DDR4 – 1.6GHz - Intel UHD Graphics 610 - Windows 10 Home - Insp,4.3 out of 5 stars,"1,329",$349.00,Electronics
"All-new Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x t",4.3 out of 5 stars,236,$99.99,Electronics
"Apple Watch Series 8 [GPS 45mm] Smart Watch w/ Midnight Aluminum Case with Midnight Sport Band - S/M. Fitness Tracker, Blood ",4.7 out of 5 stars,958,$363.84,Electronics
"(Pack of 2) Replaced Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Sharp Roku/Element Roku/W",4.5 out of 5 stars,"3,789",$12.57,Electronics
All About Love: New Visions,4.8 out of 5 stars,"8,527",$12.84,Books
Bluetooth Headphones Wireless Earbuds 48hrs Playback IPX7 Waterproof Earphones Over-Ear Stereo Bass Headset with Earhooks Mic,4.8 out of 5 stars,915,$28.99,Electronics
CoQ10 100mg Softgels - Qunol Ultra 3x Better Absorption Coenzyme Q10 Supplements - Antioxidant Supplement For Vascular And He,4.7 out of 5 stars,"49,808",$29.97,Health and Household
"Bounty Quick Size Paper Towels, White, 128 Count (Pack of 8)",4.8 out of 5 stars,"98,025",$24.42,Health and Household
"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizo",4.5 out of 5 stars,"24,971",$79.97,Electronics
"Tile Slim (2022) 1-Pack. Thin Bluetooth Tracker, Wallet Finder and Item Locator for Wallet, Luggage Tags and More; Up to 250 ",4.6 out of 5 stars,"8,825",$34.62,Electronics
I'm Glad My Mom Died,4.8 out of 5 stars,Jennette McCurdy,$17.28,Books
"2021 Apple 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray",4.8 out of 5 stars,"30,746",$309.00,Electronics
Polaroid Instant Color I-Type Film - 40x Film Pack (40 Photos) (6010),4.7 out of 5 stars,"13,444",$69.99,Electronics
"Dr. Scholl's Heavy Duty Support Pain Relief Orthotics, Designed for Men over 200lbs with Technology to Distribute Weight and ",4.4 out of 5 stars,"79,214",$18.70,Health and Household
Big Shot Diary of a Wimpy Kid Book 16,4.9 out of 5 stars,"21,177",$7.34,Books
"Goodnites Bedwetting Underwear for Boys, S/M, Discreet, Small/Medium, 22 Count (Pack of 2), Packaging may Vary",4.8 out of 5 stars,"16,780",$29.97,Health and Household
Mission Possible One-Year Devotional: 365 Days of Inspiration for Pursuing Your God-Given Purpose,5.0 out of 5 stars,9,$16.51,Books
"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",4.3 out of 5 stars,"14,602",$169.99,Electronics
"School Zone - Get Ready Flash Cards Multiplication & Division 2 Pack - Ages 8 to 9, 3rd Grade, 4th Grade, Multiplication 0-12, Division 0-12, Elementary Math, and More",4.7 out of 5 stars,School Zone,$5.99,Books
"Quest Nutrition Chocolate Chip Protein Cookie, Keto Friendly, High Protein, Low Carb, Soy Free, 12 Count ""Packaging may vary""",4.3 out of 5 stars,"50,717",$26.00,Health and Household
"Native Deodorant | Natural Deodorant for Men and Women, Aluminum Free with Baking Soda, Probiotics, Coconut Oil and Shea Butt",4.5 out of 5 stars,"25,634",$12.97,Health and Household
Bibi: My Story,4.9 out of 5 stars,327,$22.20,Books
"Magnesium Glycinate 500mg per Caps, 120 Veggie Caps, Chelated for Maximum Absorption, Non-GMO, NO Gluten Dairy & Soy, Support",4.6 out of 5 stars,"17,522",$18.99,Health and Household
"Fitbit Versa 4 Fitness Smartwatch with Daily Readiness, GPS, 24/7 Heart Rate, 40+ Exercise Modes, Sleep Tracking and more, Wa",4.0 out of 5 stars,103,$149.95,Electronics
Wacky Waving Inflatable Tube Guy (RP Minis),4.0 out of 5 stars,Conor Riordan,$11.66,Books
"Fitbit Charge 5 Advanced Fitness & Health Tracker with Built-in GPS, Stress Management Tools, Sleep Tracking, 24/7 Heart Rate",4.3 out of 5 stars,"30,739",$99.95,Health and Household
The Song of Achilles: A Novel,4.7 out of 5 stars,"55,352",$10.34,Books
"Extension Cord 15 ft, NTONPOWER Flat Plug Power Strip with Long Cord, 6 Widely Spaced Outlets 4 USB Ports Desktop Charging St",4.8 out of 5 stars,740,$23.99,Electronics
How To Draw Animals For Kids: Simple And Easy Drawing Book To Learn How To Draw Dog Cat Lion Elephant Dolphine and More Step By Step For Kids,4.6 out of 5 stars,157,$9.99,Books
"Lopnord Case for Airpods Pro Case Cover with Lock Lid, Protective Cover Compatible with Airpod Pro Case for Men Women, Shockp",4.5 out of 5 stars,"3,779",$7.98,Electronics
"DUDE Wipes Flushable Wipes Dispenser, Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use, Septic and Sewer Safe, 48 Co",4.7 out of 5 stars,"88,327",$8.98,Health and Household
"Nature's Way Sambucus Elderberry Gummies with Vitamin C and Zinc for Adult, Immune Support*, 3200 mg, 60 Count",4.8 out of 5 stars,"116,329",$14.97,Health and Household
"The Complete Baking Book for Young Chefs: 100+ Sweet and Savory Recipes that You'll Love to Bake, Share and Eat!",4.8 out of 5 stars,America’s Test Kitchen Kids,$11.09,Books
"Folex Instant Carpet Spot Remover, 32oz",4.5 out of 5 stars,"77,009",$17.27,Health and Household
"Plantar Fasciitis Feet Insoles Arch Supports Orthotics Inserts Relieve Flat Feet, High Arch, Foot Pain Mens 10 - 10 1/2 | Wom",4.3 out of 5 stars,"70,190",$19.99,Health and Household
"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7 out of 5 stars,"33,858",$11.67,Health and Household
"May I Please Have a Cookie? (Scholastic Readers, Level 1)",4.8 out of 5 stars,"5,503",$4.99,Books
"O-Cedar EasyWring Microfiber Spin Mop, Bucket Floor Cleaning System, Red, Gray",4.7 out of 5 stars,"139,427",$34.97,Health and Household
"Certified Refurbished Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black",4.6 out of 5 stars,"2,042",$64.99,Electronics
"Beats Fit Pro - True Wireless Noise Cancelling Earbuds - Apple H1 Headphone Chip, Compatible with Apple & Android, Class 1 Bl",4.5 out of 5 stars,"14,704",$199.95,Electronics
Where the Crawdads Sing,4.8 out of 5 stars,"362,157",$12.39,Books
Chronicles of Narnia Box Set,4.8 out of 5 stars,"15,040",$20.33,Books
Christmas Fun Mad Libs: Stocking Stuffer Mad Libs,4.8 out of 5 stars,"3,794",$3.59,Books
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",4.8 out of 5 stars,"32,332",$6.99,Books
How We Heal: Uncover Your Power and Set Yourself Free,5.0 out of 5 stars,26,$17.99,Books
"Bose Sport Earbuds - Wireless Earphones - Bluetooth In Ear Headphones for Workouts and Running, Triple Black",4.4 out of 5 stars,"29,543",$129.00,Electronics
"Fire TV Stick Lite, free and live TV, Alexa Voice Remote Lite, smart home controls, HD streaming",4.7 out of 5 stars,"28,535",$14.99,Electronics
"ForPro Disposable Nitrile Gloves, Chemical Resistant, Powder-Free, Latex-Free, Non-Sterile, Food Safe, 4 Mil, Black, Large, 1",4.6 out of 5 stars,"3,319",$11.99,Health and Household
Sheets Laundry Club - up to 100 Loads - 50 Sheets - As Seen on Shark Tank - Laundry Detergent Sheets - Fresh Linen Scent - No,4.5 out of 5 stars,"17,504",$27.99,Health and Household
"Command Cord Bundlers, Damage Free Hanging Cord Organizer, No Tools Cord Bundler for Hanging Electrical Cables of Christmas D",4.5 out of 5 stars,"17,002",$22.13,Electronics
"Interesting Facts For Curious Minds: 1572 Random But Mind-Blowing Facts About History, Science, Pop Culture And Everything In Between",4.5 out of 5 stars,423,$12.90,Books
It Starts with Us: A Novel (It Ends with Us),4.5 out of 5 stars,"36,574",$12.98,Books
"5,000 Awesome Facts (About Everything!)",4.8 out of 5 stars,National Kids,$11.97,Books
Wild Animals: A Touch and Feel Book - Children's Board Book - Educational,4.7 out of 5 stars,"3,695",$7.00,Books
Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love,4.7 out of 5 stars,"13,831",$13.58,Books
TAGRY Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Wa,4.5 out of 5 stars,"25,474",$34.99,Electronics
"Swiffer Sweeper Wet Mopping Cloth Multi Surface Refills, Febreze Lavender Scent, 36 count",4.8 out of 5 stars,"55,683",$14.27,Health and Household
"Bone Conduction Headphones, Kimwood 2022 Upgraded Open-Ear Wireless Bluetooth Sport Headphones with Microphones, 8Hr Playtime",4.3 out of 5 stars,524,$39.99,Electronics
Platinum Dishwasher Pods,4.9 out of 5 stars,"53,169",$32.00,Health and Household
"Amazon Basics 8 Units Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life, Easy to Open Value Package",4.7 out of 5 stars,"137,129",$12.99,Health and Household
2023 National Park Foundation Wall Calendar: 12-Month Nature Calendar & Photography Collection (Monthly Calendar),4.8 out of 5 stars,National Park Foundation,$13.49,Books
To Kill a Mockingbird,4.8 out of 5 stars,"70,257",$7.19,Books
"I Wrote a Book About You — A fun, fill-in-the-blank book.",4.7 out of 5 stars,"14,777",$12.97,Books
Flash Cards: Sight Words,4.8 out of 5 stars,Scholastic Teacher Resources,$2.88,Books
"O-Cedar EasyWring RinseClean Microfiber Spin Mop & Bucket Floor Cleaning System with 3 Extra Refills, Grey",4.5 out of 5 stars,"16,208",$53.50,Health and Household
"Nordic Naturals Ultimate Omega, Lemon Flavor - 90 Soft Gels - 1280 mg Omega-3 - High-Potency Omega-3 Fish Oil Supplement with",4.7 out of 5 stars,"41,637",$32.49,Health and Household
Shuna's Journey,4.4 out of 5 stars,32,$19.59,Books
"Crest 3D Whitestrips, Professional Effects, Teeth Whitening Strip Kit, 44 Strips (22 Count Pack)",4.6 out of 5 stars,"71,555",$45.99,Health and Household
How to Catch a Reindeer,4.8 out of 5 stars,35,$9.89,Books
"Life Skills for Kids: How to Cook, Clean, Make Friends, Handle Emergencies, Set Goals, Make Good Decisions, and Everything in Between",4.7 out of 5 stars,61,$11.90,Books
The Hardest Hidden Pictures Book Ever (Highlights Hidden Pictures),4.7 out of 5 stars,Highlights,$6.27,Books
"The Rise of the Dragon: An Illustrated History of the Targaryen Dynasty, Volume One (The Targaryen Dynasty: The House of the Dragon)",4.6 out of 5 stars,242,$36.00,Books
"Outlet Extender with Night Light, USB Wall Charger, POWLIGHT 5-Outlet Surge Protector Power Strip with 4 USB Ports, 1680 Joul",4.7 out of 5 stars,"8,814",$12.27,Electronics
The Bad Guys in the Others?! (The Bad Guys #16),4.6 out of 5 stars,198,$5.78,Books
Llama Llama Gives Thanks,4.7 out of 5 stars,"3,161",$5.68,Books
There Was an Old Lady Who Swallowed a Turkey!,4.8 out of 5 stars,"2,761",$6.28,Books
Liquid I.V. Hydration Multiplier - Passion Fruit - Hydration Powder Packets | Electrolyte Drink Mix | Easy Open Single-Servin,4.7 out of 5 stars,"64,730",$25.99,Health and Household
"Alarm Clock for Bedroom, 2 Alarms Loud LED Big Display Clock with USB Charging Port, Adjustable Volume, Dimmable, Snooze, Plu",4.4 out of 5 stars,"14,289",$16.99,Electronics
"Nature Made Prenatal with Folic Acid + DHA, Prenatal Vitamin and Mineral Supplement for Daily Nutritional Support, 110 Softge",4.6 out of 5 stars,"40,579",$15.39,Health and Household
"Hontry Binoculars for Adults and Kids, 10x25 Compact Binoculars for Bird Watching, Theater and Concerts, Hunting and Sport Ga",4.6 out of 5 stars,"17,689",$27.94,Electronics
Wireless Earbuds 50H Playback Bluetooth Headphones with Wireless Charging Case Waterproof Ear Buds in-Ear Earphones with Micr,4.8 out of 5 stars,273,$29.99,Electronics
"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D)",4.6 out of 5 stars,"24,027",$29.00,Electronics
"Listerine Cool Mint Antiseptic Mouthwash to Kill 99% of Germs That Cause Bad Breath, Plaque and Gingivitis, Cool Mint Flavor,",4.8 out of 5 stars,"15,255",$11.38,Health and Household
"Bose TV Speaker - Soundbar for TV with Bluetooth and HDMI-ARC Connectivity, Black, Includes Remote Control",4.5 out of 5 stars,"6,838",$199.00,Electronics
"Cottonelle Ultra Clean Toilet Paper with Active CleaningRipples Texture, Strong Bath Tissue, 24 Family Mega Rolls (24 Family ",4.8 out of 5 stars,"83,194",$25.85,Health and Household
The Leaf Thief: (The Perfect Fall Book for Children and Toddlers),4.8 out of 5 stars,"1,317",$15.49,Books
"12 Inch Zip Cable Ties (100 Pieces), Self-Locking Premium Nylon Cable Wire Ties,Heavy Duty White, for Indoor and Outdoor by B",4.7 out of 5 stars,758,$6.49,Electronics
"Atkins Gluten Free Protein-Rich Shake, Milk Chocolate Delight, Keto Friendly (Pack of 12), 11 Fl Oz",4.7 out of 5 stars,"37,534",$35.00,Health and Household
"Kodak 2""x3"" Premium Zink Photo Paper (50 Sheets) Compatible with Kodak Smile, Kodak Step, PRINTOMATIC, 50 count (Pack of 1)",4.6 out of 5 stars,"23,655",$24.83,Electronics
The Going-To-Bed Book,4.8 out of 5 stars,"15,740",$3.97,Books
"Trace Letters: Alphabet Handwriting Practice workbook for kids: Preschool writing Workbook with Sight words for Pre K, Kindergarten and Kids Ages 3-5. ABC print handwriting book",4.8 out of 5 stars,"19,757",$5.94,Books
"Fire TV Stick 4K Max streaming device, Wi-Fi 6, Alexa Voice Remote (includes TV controls)",4.7 out of 5 stars,"92,218",$34.99,Electronics
The Pout-Pout Fish,4.9 out of 5 stars,"23,910",$5.00,Books
"Echo Show 8 (2nd Gen, 2021 release) | HD smart display with Alexa and 13 MP camera | Glacier White",4.7 out of 5 stars,"51,221",$64.39,Electronics
"Flat Plug Power Strip, TESSAN 5 ft Ultra Thin Extension Cord with 3 USB Wall Charger(1 USB C Port), 4 Outlets Slim Desk Charg",4.6 out of 5 stars,"2,223",$20.90,Electronics
"JBL Tune 225TWS True Wireless Earbud Headphones - JBL Pure Bass Sound, Bluetooth, 25H Battery, Dual Connect, Native Voice Ass",4.0 out of 5 stars,"19,165",$44.99,Electronics
Verity,4.6 out of 5 stars,"184,522",$11.26,Books
The Book of Jose: A Memoir,4.0 out of 5 stars,FAT JOE,$20.29,Books
"Scotch-Brite Lint Roller Value Pack, Works Great On Pet Hair, 5 Rollers, 95 Sheets Per Roller, 475 Sheets Total",4.7 out of 5 stars,"28,409",$14.99,Health and Household
"Kleenex Expressions Ultra Soft Facial Tissues, Soft Facial Tissue, 8 Flat Boxes, 120 Tissues per Box, 3-Ply (960 Total Tissue",4.8 out of 5 stars,"10,719",$15.05,Health and Household
JBL Vibe 200TWS True Wireless Earbuds - Black,4.3 out of 5 stars,"5,968",$29.99,Electronics
Apple AirPods Pro (1st Generation),4.7 out of 5 stars,"133,035",$228.99,Electronics
"All-New Echo Dot (5th Gen, 2022 release) with clock | Smart speaker with clock and Alexa | Glacier White",4.7 out of 5 stars,675,$59.99,Electronics
Alex Tech 10ft - 1/2 inch Cord Protector Wire Loom Tubing Cable Sleeve Split Sleeving for USB Cable Power Cord Audio Video Ca,4.7 out of 5 stars,"43,763",$8.99,Electronics
Harry Potter Paperback Box Set (Books 1-7),4.9 out of 5 stars,"93,266",$38.86,Books
Amazon Basics 4 Pack CR2032 3 Volt Lithium Coin Cell Battery,4.7 out of 5 stars,"220,651",$6.39,Health and Household
"Contact Lens Solution by Renu, Advanced Formula, 12 Fl Oz (Pack of 2)",4.8 out of 5 stars,"23,807",$17.33,Health and Household
"Air Wick Plug in Scented Oil Refill, 5 ct, Brown Sugar and Vanilla, Air Freshener, Essential Oils, Fall Scent, Fall decor",4.7 out of 5 stars,"44,684",$14.00,Health and Household
The Silva Mind Control Method: The Revolutionary Program by the Founder of the World's Most Famous Mind Control Course,4.6 out of 5 stars,Jose Silva,$13.59,Books
A Christmas Memory,,Hardcover,$13.99,Books
"Turmeric Curcumin with BioPerine & Ginger 95% Curcuminoids 1950mg - Natural Joint Inflammatory Support, Black Pepper for Max ",4.6 out of 5 stars,"48,409",$16.82,Health and Household
"Docking Station USB C to Dual HDMI Adapter, USB C Hub Dual HDMI Monitors for Windows,USB C Adapter with Dual HDMI,3 USB Port,",4.2 out of 5 stars,"4,520",$39.99,Electronics
"Vinyl Record Player Turntable with Built-in Bluetooth Receiver & 2 Stereo Speakers, 3 Speed 3 Size Portable Retro Record Play",4.3 out of 5 stars,"2,688",$39.99,Electronics
HEBREWS TO NEGROES: WAKE UP BLACK AMERICA!,4.6 out of 5 stars,"1,725",$28.70,Books
"Surge Protector, Outlet Extender with Night Light, Addtam 5-Outlet Splitter and 4 USB Ports(1 USB C), USB Wall Charger Power ",4.6 out of 5 stars,"1,404",$13.97,Electronics
Stellarlune (9) (Keeper of the Lost Cities),4.8 out of 5 stars,676,$17.59,Books
"Premier Protein Shake 30g Protein 1g Sugar 24 Vitamins Minerals Nutrients to Support Immune Health, Chocolate, 11.5 Fl Oz (Pa",4.6 out of 5 stars,"190,692",$29.50,Health and Household
"6 Feet Power Strip with 4 USB Ports (1 USB C) -POWRUI 8 Widely Surge Protector Outlets, 3 Side Outlet Extender with 6 Ft Flat",4.7 out of 5 stars,"2,156",$13.78,Electronics
Magnolia Table,4.8 out of 5 stars,"32,757",$16.59,Books
"Apple Watch Series 8 [GPS 41mm] Smart Watch w/ Starlight Aluminum Case with Starlight Sport Band - M/L. Fitness Tracker, Bloo",4.7 out of 5 stars,958,$335.04,Electronics
"Affresh Garbage Disposal Cleaner, Removes Odor-Causing Residues, 9 Tablets [3 Pack]",4.6 out of 5 stars,"35,992",$8.97,Health and Household
"Culturelle Pro Strength Daily Probiotic, Digestive Health Capsules, Naturally Sourced Probiotic Strain Proven to Support Dige",4.7 out of 5 stars,"23,279",$31.49,Health and Household
"Nature’s Bounty Zinc 50mg, Immune Support & Antioxidant Supplement, Promotes Skin Health 250 Caplets",4.7 out of 5 stars,"36,955",$8.48,Health and Household
"Bluetooth Headphones Over-Ear, Zihnic Foldable Wireless and Wired Stereo Headset Micro SD/TF, FM for Cell Phone,PC,Soft Earmu",4.4 out of 5 stars,"67,041",$26.99,Electronics
"Dixie 10 Inch Paper Plates, Dinner Size Printed Disposable Plate, 204 Count (3 Packs of 68 Plates)",4.8 out of 5 stars,"13,122",$45.88,Health and Household
"Bob Books, Set 1: Beginning Readers",4.8 out of 5 stars,"19,950",$15.00,Books
"DUDE Wipes Flushable Wipes - 1 Pack, 48 Wipes - Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use - Septic and Sewer ",4.7 out of 5 stars,"39,589",$3.99,Health and Household
Happy Birthday to You!,4.8 out of 5 stars,"13,986",$11.00,Books
"Lume Deodorant Cream Stick - Underarms and Private Parts - Aluminum-Free, Baking Soda-Free, Hypoallergenic, and Safe For Sens",3.8 out of 5 stars,"53,836",$26.99,Health and Household
"Surge Protector Wall Mount , Outlet Splitter with Rotating Plug, POWERIVER Power Strip with 6 Outlet Extender (3 Side) and 3 ",4.6 out of 5 stars,"21,789",$14.98,Electronics
"Bounce Dryer Sheets Laundry Fabric Softener, Outdoor Fresh, 240 Count",4.8 out of 5 stars,"93,300",$7.94,Health and Household
"Fire TV Stick 4K, brilliant 4K streaming quality, TV and smart home controls, free and live TV",4.7 out of 5 stars,"186,167",$21.73,Electronics
The Grinch's Great Big Flap Book,4.7 out of 5 stars,"1,827",$6.49,Books
Never Finished: Unshackle Your Mind and Win the War Within,,Hardcover,$20.70,Books
"Nuun Sport: Electrolyte Drink Tablets, Citrus Berry Mixed Box, 10 Count (Pack of 4)",4.5 out of 5 stars,"36,434",$38.00,Health and Household
"Amazon Halo View fitness tracker, with color display for at-a-glance access to heart rate, activity, and sleep tracking – Act",3.7 out of 5 stars,"11,238",$79.99,Electronics
St. Joseph Sunday Missal Prayerbook and Hymnal for 2023: American Edition,4.9 out of 5 stars,Catholic Book Publishing Corp,$3.95,Books
"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",4.6 out of 5 stars,"30,715",$13.20,Health and Household
"Contact Lens Solution by Biotrue, Multi-Purpose Solution for Soft Contact Lenses, Lens Case Included, 10 Fl Oz (Pack of 2)",4.7 out of 5 stars,"39,997",$15.90,Health and Household
"Blue Light Blocking Glasses,5Pack Computer Glasses for Women/men Anti Eyestrain",4.6 out of 5 stars,"5,359",$11.89,Electronics
"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",4.7 out of 5 stars,"28,949",$14.99,Books
Newest Universal Remote Control for All Samsung TV Remote Compatible All Samsung LCD LED HDTV 3D Smart TVs Models,4.4 out of 5 stars,"7,478",$10.93,Electronics
"TP-Link AC1750 Smart WiFi Router (Archer A7) -Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN Serv",4.4 out of 5 stars,"68,342",$53.99,Electronics
Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship,4.7 out of 5 stars,"16,717",$14.35,Books
"Harry Potter and the Order of the Phoenix: The Illustrated Edition (Harry Potter, Book 5) (Illustrated edition)",4.8 out of 5 stars,"1,308",$31.99,Books
The Fall of Númenor: And Other Tales from the Second Age of Middle-earth,3.6 out of 5 stars,8,$34.99,Books
"Scrubbing Bubbles Toilet Bowl Cleaner and Power Stain Destroyer, Removes Limescale, Hard Water, and Stains, Rainshower Scent,",4.6 out of 5 stars,"11,467",$15.00,Health and Household
Fairy Tale,4.6 out of 5 stars,"23,655",$14.00,Books
"Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110",4.5 out of 5 stars,"97,290",$7.00,Electronics
A Good Girl's Guide to Murder,4.6 out of 5 stars,"26,163",$7.48,Books
Apple AirTag,4.7 out of 5 stars,"87,035",$22.10,Electronics
"Essential Oils Set - Top 6 Organic Blends for Diffusers, Home Care, Candle Making, Fragrance, Aromatherapy, Humidifiers, Gift",4.4 out of 5 stars,"119,508",$9.98,Health and Household
"Fire HD 8 tablet, 8"" HD display, 32 GB, (2020 release), designed for portable entertainment, Black",4.6 out of 5 stars,"165,477",$89.99,Electronics
The Very Hungry Caterpillar,4.9 out of 5 stars,"55,196",$5.00,Books
Junie B. Jones's First Boxed Set Ever! (Books 1-4),4.8 out of 5 stars,"16,559",,Books
"Cascho Wireless Earbuds, Bluetooth 5.3 Headphones, 60Hrs Playback HD Stereo Audio LED Display, Over-Ear IPX7 Waterproof Earph",4.6 out of 5 stars,"4,141",$24.99,Electronics
"[3 Pairs] Replacement Ear Tips for Airpods Pro and Airpods Pro 2nd Generation with Noise Reduction Hole, Silicone Ear Tips fo",4.3 out of 5 stars,"8,647",$9.99,Electronics
"Surge Protector Power Strip - 8 Widely Outlets with 4 USB Ports(1 USB C Outlet), Addtam 3-Side Outlet Extender Strip with 5Ft",4.8 out of 5 stars,"2,424",$19.97,Electronics
"OMAIC Universal Smart TV Remote Control for Samsung Smart TV,LED,LCD HDTV-One for All Samsung TV",4.4 out of 5 stars,"8,324",$11.99,Electronics
"All-New Insignia 32-inch Class F20 Series Smart HD 720p Fire TV (NS-32F201NA23, 2022 Model)",4.5 out of 5 stars,117,$340.98,Electronics
Carson MicroBrite Plus 60x-120x LED Lighted Pocket Microscope,4.1 out of 5 stars,"45,009",$14.99,Electronics
Smitten Kitchen Keepers: New Classics for Your Forever Files: A Cookbook,5.0 out of 5 stars,1,$24.99,Books
"Emerson SmartSet Alarm Clock Radio with AM/FM Radio, Dimmer, Sleep Timer and .9"" LED Display, CKS1900 (Black)",4.1 out of 5 stars,"11,087",$11.98,Electronics
"LandAirSea 54 GPS Tracker, - Waterproof Magnet Mount. Full Global Coverage. 4G LTE Real-Time Tracking for Vehicle, Asset, Fle",4.1 out of 5 stars,"17,816",$29.95,Electronics
"L5B83H Replacement Voice Remote Control (2nd GEN) fit for Amazon 2nd Gen Fire TV Stick, 2nd Gen Fire TV Cube, 1st Gen Fire TV",3.9 out of 5 stars,"1,361",$17.99,Electronics
Long Shadows (Memory Man Series),4.7 out of 5 stars,"10,287",$14.00,Books
"Fire TV Stick with Alexa Voice Remote (includes TV controls), HD streaming device",4.7 out of 5 stars,"315,338",$19.99,Electronics
Dancing Dinos Go to School (Step into Reading),4.8 out of 5 stars,"3,016",$3.99,Books
"Fire 7 Kids tablet, 7"" display, ages 3-7, with ad-free content kids love, 2-year worry-free guarantee, parental controls, 16 ",4.5 out of 5 stars,"1,105",$109.99,Electronics
Apple AirPods with Charging Case with AppleCare+ Bundle,4.9 out of 5 stars,"3,589",$118.99,Electronics
JBL Tune 230NC TWS True Wireless In-Ear Noise Cancelling Headphones - Black,4.3 out of 5 stars,"4,166",$69.95,Electronics
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",4.9 out of 5 stars,"21,877",$21.99,Books
"The Wonder of Advent - Bible Study Book with Video Access: Delighting in the Hope, Joy, Peace, and Love of Christmas",4.9 out of 5 stars,Lifeway Women,$17.99,Books
How to Catch a Dinosaur,4.8 out of 5 stars,"12,227",$8.90,Books
Apple AirTag 4 Pack,4.8 out of 5 stars,"41,714",$109.99,Electronics
"Crest 3D Whitestrips, Vivid Plus, Teeth Whitening Strip Kit, 24 Count (Pack of 1)",4.5 out of 5 stars,"56,711",$29.99,Health and Household
